,Texto,Clase
163,"In TCM, disease is generally perceived as a disharmony or imbalance in energies such as yin, yang, qi, xuĕ, zàng-fǔ, meridians, and of the interaction between the body and the environment.[253] Therapy is based on which ""pattern of disharmony"" can be identified.[254][255] For example, some diseases are believed to be caused by meridians being invaded with an excess of wind, cold, and damp.[256] In order to determine which pattern is at hand, practitioners examine things like the color and shape of the tongue, the relative strength of pulse-points, the smell of the breath, the quality of breathing, or the sound of the voice.[257][258] TCM and its concept of disease does not strongly differentiate between the cause and effect of symptoms.[259]
",1
164,"Scientific research has not supported the existence of qi, meridians, or yin and yang.[c][26][27] A Nature editorial described TCM as ""fraught with pseudoscience"", with the majority of its treatments having no logical mechanism of action.[260] Quackwatch states that ""TCM theory and practice are not based upon the body of knowledge related to health, disease, and health care that has been widely accepted by the scientific community. TCM practitioners disagree among themselves about how to diagnose patients and which treatments should go with which diagnoses. Even if they could agree, the TCM theories are so nebulous that no amount of scientific study will enable TCM to offer rational care.""[6]
",1
165,"Some modern practitioners support the use of acupuncture to treat pain, but have abandoned the use of qi, meridians, yin, yang and other mystical energies as an explanatory frameworks.[7][27][28] The use of qi as an explanatory framework has been decreasing in China, even as it becomes more prominent during discussions of acupuncture in the US.[261] Academic discussions of acupuncture still make reference to pseudoscientific concepts such as qi and meridians despite the lack of scientific evidence.[261] Many within the scientific community consider attempts to rationalize acupuncture in science to be quackery and pseudoscience.[262][263] Academics Massimo Pigliucci and Maarten Boudry describe it as a ""borderlands science"" lying between science and pseudoscience.[264]
",1
166,"Many acupuncturists attribute pain relief to the release of endorphins when needles penetrate, but no longer support the idea that acupuncture can affect a disease.[28][261] It is a generally held belief within the acupuncture community that acupuncture points and meridians structures are special conduits for electrical signals, but no research has established any consistent anatomical structure or function for either acupuncture points or meridians.[c][26] Human tests to determine whether electrical continuity was significantly different near meridians than other places in the body have been inconclusive.[26]
",1
167,"Some studies suggest acupuncture causes a series of events within the central nervous system,[265] and that it is possible to inhibit acupuncture's analgesic effects with the opioid antagonist naloxone.[266] Mechanical deformation of the skin by acupuncture needles appears to result in the release of adenosine.[2] The anti-nociceptive effect of acupuncture may be mediated by the adenosine A1 receptor.[267] A 2014 review in Nature Reviews Cancer found that since the key mouse studies that suggested acupuncture relieves pain via the local release of adenosine, which then triggered nearby A1 receptors ""caused more tissue damage and inflammation relative to the size of the animal in mice than in humans, such studies unnecessarily muddled a finding that local inflammation can result in the local release of adenosine with analgesic effect.""[81]
",1
168,"It has been proposed that acupuncture's effects in gastrointestinal disorders may relate to its effects on the parasympathetic and sympathetic nervous system, which have been said to be the ""Western medicine"" equivalent of ""yin and yang"".[268] Another mechanism whereby acupuncture may be effective for gastrointestinal dysfunction involves the promotion of gastric peristalsis in subjects with low initial gastric motility, and suppressing peristalsis in subjects with active initial motility.[269] Acupuncture has also been found to exert anti-inflammatory effects, which may be mediated by the activation of the vagus nerve and deactivation of inflammatory macrophages.[270] Neuroimaging studies suggest that acupuncture stimulation results in deactivation of the limbic brain areas and the default mode network.[271]
",1
169,"Acupuncture, along with moxibustion, is one of the oldest practices of traditional Chinese medicine.[31] Most historians believe the practice began in China, though there are some conflicting narratives on when it originated.[29][32] Academics David Ramey and Paul Buell said the exact date acupuncture was founded depends on the extent to which dating of ancient texts can be trusted and the interpretation of what constitutes acupuncture.[272]
",1
170,"According to an article in Rheumatology, the first documentation of an ""organized system of diagnosis and treatment"" for acupuncture was in The Yellow Emperor's Classic of Internal Medicine (Huangdi Neijing) from about 100 BC.[29] Gold and silver needles found in the tomb of Liu Sheng from around 100 BC are believed to be the earliest archaeological evidence of acupuncture, though it is unclear if that was their purpose.[272] According to Plinio Prioreschi, the earliest known historical record of acupuncture is the Shiji (""Records of the Grand Historian""), written by a historian around 100 BC.[30] It is believed that this text was documenting what was established practice at that time.[29]
",1
171,"The 5,000-year-old mummified body of Ötzi the Iceman was found with 15 groups of tattoos,[273] many of which were located at points on the body where acupuncture needles are used for abdominal or lower back problems. Evidence from the body suggests Otzi suffered from these conditions.[32] This has been cited as evidence that practices similar to acupuncture may have been practised elsewhere in Eurasia during the early Bronze Age;[273] however, The Oxford Handbook of the History of Medicine calls this theory ""speculative"".[33] It is considered unlikely that acupuncture was practised before 2000 BC.[272] The Ötzi the Iceman's tattoo marks suggest to some experts that an acupuncture-like treatment was previously used in Europe 5 millennia ago.[8]
",1
172,"Acupuncture may have been practised during the Neolithic era, near the end of the Stone Age, using sharpened stones called Bian shi.[31]:70 Many Chinese texts from later eras refer to sharp stones called ""plen"", which means ""stone probe"", that may have been used for acupuncture purposes.[31]:70 The ancient Chinese medical text, Huangdi Neijing, indicates that sharp stones were believed at-the-time to cure illnesses at or near the body's surface, perhaps because of the short depth a stone could penetrate.[31]:71 However, it is more likely that stones were used for other medical purposes, such as puncturing a growth to drain its pus.[29][32] The Mawangdui texts, which are believed to be from the 2nd century BC, mention the use of pointed stones to open abscesses, and moxibustion, but not for acupuncture.[30] It is also speculated that these stones may have been used for bloodletting, due to the ancient Chinese belief that illnesses were caused by demons within the body that could be killed or released.[274] It is likely bloodletting was an antecedent to acupuncture.[32]
",1
173,"According to historians Lu Gwei-djen and Joseph Needham, there is substantial evidence that acupuncture may have begun around 600 BC.[31] Some hieroglyphs and pictographs from that era suggests acupuncture and moxibustion were practised.[275] However, historians Lu and Needham said it was unlikely a needle could be made out of the materials available in China during this time period.[31]:71–72 It is possible that bronze was used for early acupuncture needles. Tin, copper, gold and silver are also possibilities, though they are considered less likely, or to have been used in fewer cases.[31]:69 If acupuncture was practised during the Shang dynasty (1766 to 1122 BC), organic materials like thorns, sharpened bones, or bamboo may have been used.[31]:70 Once methods for producing steel were discovered, it would replace all other materials, since it could be used to create a very fine, but sturdy needles.[31]:74 Lu and Needham noted that all the ancient materials that could have been used for acupuncture and which often produce archaeological evidence, such as sharpened bones, bamboo or stones, were also used for other purposes.[31] An article in Rheumatology said that the absence of any mention of acupuncture in documents found in the tomb of Mawangdui from 198 BC suggest that acupuncture was not practised by that time.[29]
",1
174,"Several different and sometimes conflicting belief systems emerged regarding acupuncture. This may have been the result of competing schools of thought.[29] Some ancient texts referred to using acupuncture to cause bleeding, while others mixed the ideas of blood-letting and spiritual ch'i energy. Over time, the focus shifted from blood to the concept of puncturing specific points on the body, and eventually to balancing Yin and Yang energies as well.[30] According to David Ramey, no single ""method or theory"" was ever predominantly adopted as the standard.[276] At the time, scientific knowledge of medicine was not yet developed, especially because in China dissection of the deceased was forbidden, preventing the development of basic anatomical knowledge.[29]
",1
175,"It is not certain when specific acupuncture points were introduced, but the autobiography of Bian Que from around 400–500 BC references inserting needles at designated areas.[31] Bian Que believed there was a single acupuncture point at the top of one's skull that he called the point ""of the hundred meetings.""[31]:83 Texts dated to be from 156–186 BC document early beliefs in channels of life force energy called meridians that would later be an element in early acupuncture beliefs.[272]
",1
176,"Ramey and Buell said the ""practice and theoretical underpinnings"" of modern acupuncture were introduced in The Yellow Emperor's Classic (Huangdi Neijing) around 100 BC.[30][272] It introduced the concept of using acupuncture to manipulate the flow of life energy (qi) in a network of meridian (channels) in the body.[272][277] The network concept was made up of acu-tracts, such as a line down the arms, where it said acupoints were located. Some of the sites acupuncturists use needles at today still have the same names as those given to them by the Yellow Emperor's Classic.[31]:93 Numerous additional documents were published over the centuries introducing new acupoints.[31]:101 By the 4th century AD, most of the acupuncture sites in use today had been named and identified.[31]:101
",1
177,"In the first half of the 1st century AD, acupuncturists began promoting the belief that acupuncture's effectiveness was influenced by the time of day or night, the lunar cycle, and the season.[31]:140–41 The Science of the Yin-Yang Cycles (Yün Chhi Hsüeh) was a set of beliefs that curing diseases relied on the alignment of both heavenly (tian) and earthly (di) forces that were attuned to cycles like that of the sun and moon.[31]:140–41 There were several different belief systems that relied on a number of celestial and earthly bodies or elements that rotated and only became aligned at certain times.[31]:140–41 According to Needham and Lu, these ""arbitrary predictions"" were depicted by acupuncturists in complex charts and through a set of special terminology.[31]
",1
178,"Acupuncture needles during this period were much thicker than most modern ones and often resulted in infection. Infection is caused by a lack of sterilization, but at that time it was believed to be caused by use of the wrong needle, or needling in the wrong place, or at the wrong time.[31]:102–03 Later, many needles were heated in boiling water, or in a flame. Sometimes needles were used while they were still hot, creating a cauterizing effect at the injection site.[31]:104 Nine needles were recommended in the Chen Chiu Ta Chheng from 1601, which may have been because of an ancient Chinese belief that nine was a magic number.[31]:102–03
",1
179,"Other belief systems were based on the idea that the human body operated on a rhythm and acupuncture had to be applied at the right point in the rhythm to be effective.[31]:140–41 In some cases a lack of balance between Yin and Yang were believed to be the cause of disease.[31]:140–41
",1
180,"In the 1st century AD, many of the first books about acupuncture were published and recognized acupuncturist experts began to emerge. The Zhen Jiu Jia Yi Jing, which was published in the mid-3rd century, became the oldest acupuncture book that is still in existence in the modern era.[31] Other books like the Yu Kuei Chen Ching, written by the Director of Medical Services for China, were also influential during this period, but were not preserved.[31] In the mid 7th century, Sun Simiao published acupuncture-related diagrams and charts that established standardized methods for finding acupuncture sites on people of different sizes and categorized acupuncture sites in a set of modules.[31]
",1
181,"Acupuncture became more established in China as improvements in paper led to the publication of more acupuncture books. The Imperial Medical Service and the Imperial Medical College, which both supported acupuncture, became more established and created medical colleges in every province.[31]:129 The public was also exposed to stories about royal figures being cured of their diseases by prominent acupuncturists.[31]:129–35 By time The Great Compendium of Acupuncture and Moxibustion was published during the Ming dynasty (1368–1644 AD), most of the acupuncture practices used in the modern era had been established.[29]
",1
182,"By the end of the Song dynasty (1279 AD), acupuncture had lost much of its status in China.[278] It became rarer in the following centuries, and was associated with less prestigious professions like alchemy, shamanism, midwifery and moxibustion.[279] Additionally, by the 18th century, scientific rationality was becoming more popular than traditional superstitious beliefs.[29] By 1757 a book documenting the history of Chinese medicine called acupuncture a ""lost art"".[31]:160 Its decline was attributed in part to the popularity of prescriptions and medications, as well as its association with the lower classes.[280]
",1
183,"In 1822, the Chinese Emperor signed a decree excluding the practice of acupuncture from the Imperial Medical Institute.[29] He said it was unfit for practice by gentlemen-scholars.[281] In China acupuncture was increasingly associated with lower-class, illiterate practitioners.[282] It was restored for a time, but banned again in 1929 in favor of science-based Western medicine. Although acupuncture declined in China during this time period, it was also growing in popularity in other countries.[32]
",1
184,"Korea is believed to be the first country in Asia that acupuncture spread to outside of China.[31] Within Korea there is a legend that acupuncture was developed by emperor Dangun, though it is more likely to have been brought into Korea from a Chinese colonial prefecture in 514 AD.[31]:262–63 Acupuncture use was commonplace in Korea by the 6th century. It spread to Vietnam in the 8th and 9th centuries.[32] As Vietnam began trading with Japan and China around the 9th century, it was influenced by their acupuncture practices as well.[29] China and Korea sent ""medical missionaries"" that spread traditional Chinese medicine to Japan, starting around 219 AD. In 553, several Korean and Chinese citizens were appointed to re-organize medical education in Japan and they incorporated acupuncture as part of that system.[31]:264 Japan later sent students back to China and established acupuncture as one of five divisions of the Chinese State Medical Administration System.[31]:264–65
",1
185,"Acupuncture began to spread to Europe in the second half of the 17th century. Around this time the surgeon-general of the Dutch East India Company met Japanese and Chinese acupuncture practitioners and later encouraged Europeans to further investigate it.[31]:264–65 He published the first in-depth description of acupuncture for the European audience and created the term ""acupuncture"" in his 1683 work De Acupunctura.[274] France was an early adopter among the West due to the influence of Jesuit missionaries, who brought the practice to French clinics in the 16th century.[29] The French doctor Louis Berlioz (the father of the composer Hector Berlioz) is usually credited with being the first to experiment with the procedure in Europe in 1810, before publishing his findings in 1816.[281]
",1
186,"By the 19th century, acupuncture had become commonplace in many areas of the world.[31]:295 Americans and Britons began showing interest in acupuncture in the early 19th century, although interest waned by mid-century.[29] Western practitioners abandoned acupuncture's traditional beliefs in spiritual energy, pulse diagnosis, and the cycles of the moon, sun or the body's rhythm. Diagrams of the flow of spiritual energy, for example, conflicted with the West's own anatomical diagrams. It adopted a new set of ideas for acupuncture based on tapping needles into nerves.[29][32][33] In Europe it was speculated that acupuncture may allow or prevent the flow of electricity in the body, as electrical pulses were found to make a frog's leg twitch after death.[274]
",1
187,"The West eventually created a belief system based on Travell trigger points that were believed to inhibit pain. They were in the same locations as China's spiritually identified acupuncture points, but under a different nomenclature.[29] The first elaborate Western treatise on acupuncture was published in 1683 by Willem ten Rhijne.[283]
",1
188,"In China, the popularity of acupuncture rebounded in 1949 when Mao Zedong took power and sought to unite China behind traditional cultural values. It was also during this time that many Eastern medical practices were consolidated under the name traditional Chinese medicine (TCM).[32]
",1
189,"New practices were adopted in the 20th century, such as using a cluster of needles,[31]:164 electrified needles, or leaving needles inserted for up to a week.[31]:164 A lot of emphasis developed on using acupuncture on the ear.[31]:164 Acupuncture research organizations such as the International Society of Acupuncture were founded in the 1940s and 1950s and acupuncture services became available in modern hospitals.[29][284] China, where acupuncture was believed to have originated, was increasingly influenced by Western medicine.[29] Meanwhile, acupuncture grew in popularity in the US. The US Congress created the Office of Alternative Medicine in 1992 and the National Institutes of Health (NIH) declared support for acupuncture for some conditions in November 1997. In 1999, the National Center for Complementary and Alternative Medicine was created within the NIH. Acupuncture became the most popular alternative medicine in the US.[265]
",1
190,"Politicians from the Chinese Communist Party said acupuncture was superstitious and conflicted with the party's commitment to science.[285] Communist Party Chairman Mao Zedong later reversed this position,[285] arguing that the practice was based on scientific principles.[286]
",1
191,"In 1971, a New York Times reporter published an article on his acupuncture experiences in China, which led to more investigation of and support for acupuncture.[29] The US President Richard Nixon visited China in 1972.[287] During one part of the visit, the delegation was shown a patient undergoing major surgery while fully awake, ostensibly receiving acupuncture rather than anesthesia.[287] Later it was found that the patients selected for the surgery had both a high pain tolerance and received heavy indoctrination before the operation; these demonstration cases were also frequently receiving morphine surreptitiously through an intravenous drip that observers were told contained only fluids and nutrients.[287] One patient receiving open heart surgery while awake was ultimately found to have received a combination of three powerful sedatives as well as large injections of a local anesthetic into the wound.[15] After the National Institute of Health expressed support for acupuncture for a limited number of conditions, adoption in the US grew further.[29] In 1972 the first legal acupuncture center in the US was established in Washington DC[288] and in 1973 the American Internal Revenue Service allowed acupuncture to be deducted as a medical expense.[289]
",1
192,"In 2006, a BBC documentary Alternative Medicine filmed a patient undergoing open heart surgery allegedly under acupuncture-induced anesthesia. It was later revealed that the patient had been given a cocktail of anesthetics.[290][291]
",1
193,"In 2010, UNESCO inscribed ""acupuncture and moxibustion of traditional Chinese medicine"" on the UNESCO Intangible Cultural Heritage List following China's nomination.[292]
",1
194,"Acupuncture is most heavily practiced in China[240] and is popular in[240] the US,[20] Australia,[293] and Europe.[294] In Switzerland, acupuncture has become the most frequently used alternative medicine since 2004.[295] In the United Kingdom, a total of 4 million acupuncture treatments were administered in 2009.[296] Acupuncture is used in most pain clinics and hospices in the UK.[42] An estimated 1 in 10 adults in Australia used acupuncture in 2004.[293] In Japan, it is estimated that 25 percent of the population will try acupuncture at some point,[297] though in most cases it is not covered by public health insurance.[297] Users of acupuncture in Japan are more likely to be elderly and to have a limited education.[297] Approximately half of users surveyed indicated a likelihood to seek such remedies in the future, while 37% did not.[297] Less than one percent of the US population reported having used acupuncture in the early 1990s.[298] By the early 2010s, more than 14 million Americans reported having used acupuncture as part of their health care.[298]
",1
195,"In the US, acupuncture is increasingly (as of 2014[update]) used at academic medical centers,[81] and is usually offered through CAM centers or anesthesia and pain management services. Examples include those at Harvard University, Stanford University, Johns Hopkins University, and UCLA.[299]
",1
196,"The use of acupuncture in Germany increased by 20% in 2007, after the German acupuncture trials supported its efficacy for certain uses.[300] In 2011, there were more than one million users,[300] and insurance companies have estimated that two-thirds of German users are women.[300] As a result of the trials, German public health insurers began to cover acupuncture for chronic low back pain and osteoarthritis of the knee, but not tension headache or migraine.[301] This decision was based in part on socio-political reasons.[301] Some insurers in Germany chose to stop reimbursement of acupuncture because of the trials.[302] For other conditions, insurers in Germany were not convinced that acupuncture had adequate benefits over usual care or sham treatments.[303] Highlighting the results of the placebo group, researchers refused to accept a placebo therapy as efficient.[304]
",1
197,"There are various government and trade association regulatory bodies for acupuncture in the United Kingdom, the United States, Saudi Arabia, Australia, New Zealand, Japan, Canada, and in European countries and elsewhere. The World Health Organization recommends that before being licensed or certified, an acupuncturist receive 200 hours of specialized training if they are a physician and 2,500 hours for non-physicians; many governments have adopted similar standards.
",1
198,"In China, the practice of acupuncture is regulated by the Chinese Medicine Council that was formed in 1999 by the Legislative Council. It includes a licensing exam and registration, as well as degree courses approved by the board.[305] Canada has acupuncture licensing programs in the provinces of British Columbia, Ontario, Alberta and Quebec; standards set by the Chinese Medicine and Acupuncture Association of Canada are used in provinces without government regulation.[294] Regulation in the US began in the 1970s in California, which was eventually followed by every state but Wyoming and Idaho. Licensing requirements vary greatly from state to state. The needles used in acupuncture are regulated in the US by the Food and Drug Administration.[306] In some states acupuncture is regulated by a board of medical examiners, while in others by the board of licensing, health or education.
",1
199,"In Japan, acupuncturists are licensed by the Minister of Health, Labour and Welfare after passing an examination and graduating from a technical school or university.[307] In Australia, the Chinese Medicine Board of Australia regulates acupuncture, among other Chinese medical traditions, and restricts the use of titles like 'acupuncturist' to registered practitioners only.[308]  The practice of Acupuncture in New Zealand  in 1990 acupuncture was included into the Governmental Accident Compensation Corporation (ACC) Act. This inclusion granted qualified and professionally registered acupuncturists to provide subsidised care and treatment to citizens, residents, and temporary visitors for work or sports related injuries that occurred within the country of New Zealand.The two bodies for the regulation of acupuncture and attainment of ACC treatment provider status in New Zealand are Acupuncture NZ,[309] and The New Zealand Acupuncture Standards Authority.[310][311] At least 28 countries in Europe have professional associations for acupuncturists.[307] In France, the Académie Nationale de Médecine (National Academy of Medicine) has regulated acupuncture since 1955.[312]
",1
200,"
",1
201,"A medication (also referred to as medicine, pharmaceutical drug, medicinal drug or simply drug) is a drug used to diagnose, cure, treat, or prevent disease.[1][2][3] Drug therapy (pharmacotherapy) is an important part of the medical field and relies on the science of pharmacology for continual advancement and on pharmacy for appropriate management.
",1
202,"Drugs are classified in multiple ways. One of the key divisions is by level of control, which distinguishes prescription drugs (those that a pharmacist dispenses only on the order of a physician, physician assistant, or qualified nurse) from over-the-counter drugs (those that consumers can order for themselves). Another key distinction is between traditional small-molecule drugs, usually derived from chemical synthesis, and biopharmaceuticals, which include recombinant proteins, vaccines, blood products used therapeutically (such as IVIG), gene therapy, monoclonal antibodies and cell therapy (for instance, stem-cell therapies). Other ways to classify medicines are by mode of action, route of administration, biological system affected, or therapeutic effects. An elaborate and widely used classification system is the Anatomical Therapeutic Chemical Classification System (ATC system). The World Health Organization keeps a list of essential medicines.
",1
203,"Drug discovery and drug development are complex and expensive endeavors undertaken by pharmaceutical companies, academic scientists, and governments. As a result of this complex path from discovery to commercialization, partnering has become a standard practice for advancing drug candidates through development pipelines.  Governments generally regulate what drugs can be marketed, how drugs are marketed, and in some jurisdictions, drug pricing. Controversies have arisen over drug pricing and disposal of used drugs.
",1
204,"In Europe, the term is ""medicinal product"", and it is defined by EU law as:
",1
205,"In the US, a ""drug"" is:
",1
206,"Drug use among elderly Americans has been studied; in a group of 2377 people with average age of 71 surveyed between 2005 and 2006, 84% took at least one prescription drug, 44% took at least one over-the-counter (OTC) drug, and 52% took at least one dietary supplement; in a group of 2245 elderly Americans (average age of 71) surveyed over the period 2010 – 2011, those percentages were 88%, 38%, and 64%.[6]
",1
207,"One of the key classifications is between traditional small molecule drugs; usually derived from chemical synthesis, and biologic medical products; which include recombinant proteins, vaccines, blood products used therapeutically (such as IVIG), gene therapy, and cell therapy (for instance, stem cell therapies).
",1
208,"Pharmaceuticals or drugs or medicines are classified in various other groups besides their origin on the basis of pharmacological properties like mode of action and their pharmacological action or activity,[7] such as by chemical properties, mode or route of administration, biological system affected, or therapeutic effects. An elaborate and widely used classification system is the Anatomical Therapeutic Chemical Classification System (ATC system). The World Health Organization keeps a list of essential medicines.
",1
209,"A sampling of classes of medicine includes:
",1
210,"Pharmaceuticals may also be described as ""specialty"", independent of other classifications, which is an ill-defined class of drugs that might be difficult to administer, require special handling during administration, require patient monitoring during and immediately after administration, have particular regulatory requirements restricting their use, and are generally expensive relative to other drugs.[8]
",1
211,"Drugs affecting the central nervous system include: psychedelics, hypnotics, anaesthetics, antipsychotics, eugeroics, antidepressants (including tricyclic antidepressants, monoamine oxidase inhibitors, lithium salts, and selective serotonin reuptake inhibitors (SSRIs)), antiemetics, Anticonvulsants/antiepileptics, anxiolytics, barbiturates, movement disorder (e.g., Parkinson's disease) drugs, stimulants (including amphetamines), benzodiazepines, cyclopyrrolones, dopamine antagonists, antihistamines, cholinergics, anticholinergics, emetics, cannabinoids, and 5-HT (serotonin) antagonists.
",1
212,"The main classes of painkillers are NSAIDs, opioids and local anesthetics.
",1
213,"For consciousness (anesthetic drugs)
",1
214,"Some anesthetics include benzodiazepines and barbiturates.
",1
215,"The main categories of drugs for musculoskeletal disorders are: NSAIDs (including COX-2 selective inhibitors), muscle relaxants, neuromuscular drugs, and anticholinesterases.
",1
216,"Antibiotics, sympathomimetics, antihistamines, anticholinergics, NSAIDs, corticosteroids, antiseptics, local anesthetics, antifungals, cerumenolytic.
",1
217,"Bronchodilators, antitussives, mucolytics, decongestants, inhaled and systemic corticosteroids, beta2-adrenergic agonists, anticholinergics, mast cell stabilizers, leukotriene antagonists.
",1
218,"Androgens, antiandrogens, estrogens, gonadotropin, corticosteroids, human growth hormone, insulin, antidiabetics (sulfonylureas, biguanides/metformin, thiazolidinediones, insulin), thyroid hormones, antithyroid drugs, calcitonin, diphosphonate, vasopressin analogues.
",1
219,"Antifungal, alkalinizing agents, quinolones, antibiotics, cholinergics, anticholinergics, antispasmodics, 5-alpha reductase inhibitor, selective alpha-1 blockers, sildenafils, fertility medications.
",1
220,"NSAIDs, anticholinergics, haemostatic drugs, antifibrinolytics, Hormone Replacement Therapy (HRT), bone regulators, beta-receptor agonists, follicle stimulating hormone, luteinising hormone, LHRH, gamolenic acid, gonadotropin release inhibitor, progestogen, dopamine agonists, oestrogen, prostaglandins, gonadorelin, clomiphene, tamoxifen, diethylstilbestrol.
",1
221,"Emollients, anti-pruritics, antifungals, antiseptics, scabicides, pediculicides, tar products, vitamin A derivatives, vitamin D analogues, keratolytics, abrasives, systemic antibiotics, topical antibiotics, hormones, desloughing agents, exudate absorbents, fibrinolytics, proteolytics, sunscreens, antiperspirants, corticosteroids, immune modulators.
",1
222,"Antibiotics, antifungals, antileprotics, antituberculous drugs, antimalarials, anthelmintics, amoebicides, antivirals, antiprotozoals, probiotics, prebiotics, antitoxins and antivenoms.
",1
223,"Vaccines, immunoglobulins, immunosuppressants, interferons, monoclonal antibodies.
",1
224,"Anti-allergics, antihistamines, NSAIDs, corticosteroids.
",1
225,"Tonics, electrolytes and mineral preparations (including iron preparations and magnesium preparations), parenteral nutritions, vitamins, anti-obesity drugs, anabolic drugs, haematopoietic drugs, food product drugs.
",1
226,"Cytotoxic drugs, therapeutic antibodies, sex hormones, aromatase inhibitors, somatostatin inhibitors, recombinant interleukins, G-CSF, erythropoietin.
",1
227,"Contrast media.
",1
228,"A euthanaticum is used for euthanasia and physician-assisted suicide. Euthanasia is not permitted by law in many countries, and consequently, medicines will not be licensed for this use in those countries.
",1
229,"Administration is the process by which a patient takes a medicine. There are three major categories of drug administration; enteral (via the human gastrointestinal tract), injection, and other (dermal, nasal, ophthalmic, otologic, and urogenital).[9]
",1
230,"Oral administration, the most common form of enteral administration, can be performed in various dosage forms including pills, tablets, or capsules, and other routes likewise have various forms.
",1
231,"The drug may contain a single or multiple active ingredients.
",1
232,"They can be administered all at once as a bolus, at frequent intervals or continuously. Frequencies are often abbreviated from Latin, such as every 8 hours reading Q8H from Quaque VIII Hora.
",1
233,"In the fields of medicine, biotechnology and pharmacology, drug discovery is the process by which new drugs are discovered.
",1
234,"Historically, drugs were discovered through identifying the active ingredient from traditional remedies or by serendipitous discovery.  Later chemical libraries of synthetic small molecules, natural products or extracts were screened in intact cells or whole organisms to identify substances that have a desirable therapeutic effect in a process known as
classical pharmacology.  Since sequencing of the human genome which allowed rapid cloning and synthesis of large quantities of purified proteins, it has become common practice to use high throughput screening of large compounds libraries against isolated biological targets which are hypothesized to be disease-modifying in a process known as reverse pharmacology.  Hits from these screens are then tested in cells and then in animals for efficacy.  Even more recently, scientists have been able to understand the shape of biological molecules at the atomic level, and to use that knowledge to design (see drug design) drug candidates.
",1
235,"Modern drug discovery involves the identification of screening hits, medicinal chemistry and optimization of those hits to increase the affinity, selectivity (to reduce the potential of side effects), efficacy/potency, metabolic stability (to increase the half-life), and oral bioavailability. Once a compound that fulfills all of these requirements has been identified, it will begin the process of drug development prior to clinical trials. One or more of these steps may, but not necessarily, involve computer-aided drug design.
",1
236,"Despite advances in technology and understanding of biological systems, drug discovery is still a lengthy, ""expensive, difficult, and inefficient process"" with low rate of new therapeutic discovery.[10] In 2010, the research and development cost of each new molecular entity (NME) was approximately US$1.8 billion.[11] Drug discovery is done by pharmaceutical companies, sometimes with research assistance from universities. The ""final product"" of drug discovery is a patent on the potential drug. The drug requires very expensive Phase I, II and III clinical trials, and most of them fail. Small companies have a critical role, often then selling the rights to larger companies that have the resources to run the clinical trials.
",1
237,"Drug development is the process of bringing a new drug to the market once a lead compound has been identified through the process of drug discovery. It includes pre-clinical research (microorganisms/animals) and clinical trials (on humans) and may include the step of obtaining regulatory approval to market the drug.[12][13]
",1
238,"The regulation of drugs varies by jurisdiction. In some countries, such as the United States, they are regulated at the national level by a single agency. In other jurisdictions, they are regulated at the state level, or at both state and national levels by various bodies, as is the case in Australia.  The role of therapeutic goods regulation is designed mainly to protect the health and safety of the population. Regulation is aimed at ensuring the safety, quality, and efficacy of the therapeutic goods which are covered under the scope of the regulation. In most jurisdictions, therapeutic goods must be registered before they are allowed to be marketed. There is usually some degree of restriction of the availability of certain therapeutic goods depending on their risk to consumers.
",1
239,"Depending upon the jurisdiction, drugs may be divided into over-the-counter drugs (OTC) which may be available without special restrictions, and prescription drugs, which must be prescribed by a licensed medical practitioner in accordance with medical guidelines due to the risk of adverse effects and contraindications. The precise distinction between OTC and prescription depends on the legal jurisdiction. A third category, ""behind-the-counter"" drugs, is implemented in some jurisdictions. These do not require a prescription, but must be kept in the dispensary, not visible to the public, and only be sold by a pharmacist or pharmacy technician. Doctors may also prescribe prescription drugs for off-label use – purposes which the drugs were not originally approved for by the regulatory agency. The Classification of Pharmaco-Therapeutic Referrals helps guide the referral process between pharmacists and doctors.
",1
240,"The International Narcotics Control Board of the United Nations imposes a world law of prohibition of certain drugs. They publish a lengthy list of chemicals and plants whose trade and consumption (where applicable) is forbidden. OTC drugs are sold without restriction as they are considered safe enough that most people will not hurt themselves accidentally by taking it as instructed.[14] Many countries, such as the United Kingdom have a third category of ""pharmacy medicines"", which can only be sold in registered pharmacies by or under the supervision of a pharmacist.
",1
241,"Medical errors include overprescription and polypharmacy, misprescription, contraindication and lack of detail in dosage and administrations instructions. In 2000 the definition of a prescription error was studied using a Delphi method conference; the conference was motivated by ambiguity in the what a prescription error and a need to use a uniform definition in studies.[15]
",1
242,"In many jurisdictions drug prices are regulated.
",1
243,"In the UK, the Pharmaceutical Price Regulation Scheme is intended to ensure that the National Health Service is able to purchase drugs at reasonable prices. The prices are negotiated between the Department of Health, acting with the authority of Northern Ireland and the UK Government, and the representatives of the Pharmaceutical industry brands, the Association of the British Pharmaceutical Industry (ABPI). For 2017 this payment percentage set by the PPRS will be 4,75%.[16]
",1
244,"In Canada, the Patented Medicine Prices Review Board examines drug pricing and determines if a price is excessive or not. In these circumstances, drug manufacturers must submit a proposed price to the appropriate regulatory agency. Furthermore, ""the International Therapeutic Class Comparison Test is responsible for comparing the National Average Transaction Price of the patented drug product under review""[17] different countries that the prices are being compared to are the following: France, Germany, Italy, Sweden, Switzerland, the United Kingdom, and the United States[17]
",1
245,"In Brazil, the prices are regulated through a legislation under the name of Medicamento Genérico (generic drugs) since 1999.[18]
",1
